,notification_date,postcode,likely_source_of_infection,lhd_2010_code,lhd_2010_name,lga_code19,lga_name19,locality,name,state,long,lat,Cases
2129,2020-03-27,2546.0,Overseas,X830,Southern NSW,12750.0,Eurobodalla (A),WALLAGA LAKE HEIGHTS,"AKOLELE, BARRAGGA BAY, BEAUTY POINT, BERMAGUI, BERMAGUI SOUTH, CENTRAL TILBA, CORUNNA, CUTTAGEE, DALMENY, DIGNAMS CREEK, GREENDALE, KIANGA, MURRAH, MYSTERY BAY, NAROOMA, NORTH NAROOMA, TILBA TILBA, TINPOT, WADBILLIGA, WALLAGA LAKE, WALLAGA LAKE HEIGHTS",NSW,150.225372,-36.25486,2
769,2020-03-27,2566.0,Overseas,X710,South Western Sydney,11500.0,Campbelltown (C) (NSW),VARROVILLE,"BOW BOWING, MINTO, MINTO DC, MINTO HEIGHTS, RABY, ST ANDREWS, VARROVILLE",NSW,150.84225800000002,-34.027283000000004,4
2265,2020-03-27,2530.0,Overseas,X730,Illawarra Shoalhaven,18450.0,Wollongong (C),YALLAH,"AVONDALE, BROWNSVILLE, CLEVELAND, DAPTO, DOMBARTON, HAYWARDS BAY, HORSLEY, HUNTLEY, KANAHOOKA, KOONAWARRA, MARSHALL MOUNT, WONGAWILLI, YALLAH",NSW,150.766132,-34.505410999999995,6
1691,2020-03-27,2528.0,Overseas,X730,Illawarra Shoalhaven,16900.0,Shellharbour (C),WINDANG,"BARRACK HEIGHTS, BARRACK POINT, LAKE ILLAWARRA, MOUNT WARRIGAL, WARILLA, WINDANG",NSW,150.85513500000002,-34.548722,8
2267,2020-03-27,2443.0,Overseas,X820,Mid North Coast,16380.0,Port Macquarie-Hastings (A),WEST HAVEN,"BOBS CREEK, CAMDEN HEAD, CORALVILLE, DEAUVILLE, DIAMOND HEAD, DICKS HILL, DUNBOGAN, HANNAM VALE, HERONS CREEK, JOHNS RIVER, LAKEWOOD, LAURIETON, MIDDLE BROTHER, MOORLAND, NORTH BROTHER, NORTH HAVEN, STEWARTS RIVER, WAITUI, WEST HAVEN",NSW,152.747152,-31.725436,2
1366,2020-03-27,2067.0,Local (Unknown Contact),X760,Northern Sydney,18250.0,Willoughby (C),CHATSWOOD WEST,"CHATSWOOD, CHATSWOOD WEST",NSW,151.17711,-33.798378,2
1634,2020-03-28,2768.0,Overseas,X740,Western Sydney,10750.0,Blacktown (C),STANHOPE GARDENS,"GLENWOOD, PARKLEA, STANHOPE GARDENS",NSW,150.922732,-33.737863,3
1591,2020-03-28,2518.0,Overseas,X730,Illawarra Shoalhaven,18450.0,Wollongong (C),TOWRADGI,"BELLAMBI, CORRIMAL, CORRIMAL EAST, EAST CORRIMAL, TARRAWANNA, TOWRADGI",NSW,150.886721,-34.373653999999995,4
1993,2020-03-28,2259.0,Overseas,X770,Central Coast,11650.0,Central Coast (C) (NSW),YARRAMALONG,"ALISON, BUSHELLS RIDGE, CEDAR BRUSH CREEK, CHAIN VALLEY BAY, CRANGAN BAY, DOORALONG, DURREN DURREN, FRAZER PARK, FREEMANS, GWANDALAN, HALLORAN, HAMLYN TERRACE, JILLIBY, KANWAL, KIAR, KINGFISHER SHORES, LAKE MUNMORAH, LEMON TREE, LITTLE JILLIBY, MANNERING PARK, MARDI, MOONEE, POINT WOLSTONCROFT, RAVENSDALE, ROCKY POINT, SOUTH TACOMA, SUMMERLAND POINT, TACOMA, TACOMA SOUTH, TUGGERAH, TUGGERAWONG, WADALBA, WALLARAH, WARNERVALE, WATANOBBI, WOONGARRAH, WYBUNG, WYEE, WYEE POINT, WYONG, WYONG CREEK, WYONGAH, YARRAMALONG",NSW,151.37721299999998,-33.208801,18
2163,2020-03-28,2092.0,Overseas,X760,Northern Sydney,15990.0,Northern Beaches (A),SEAFORTH,SEAFORTH,NSW,151.24181299999998,-33.796636,8
1607,2020-03-28,2100.0,Overseas,X760,Northern Sydney,15990.0,Northern Beaches (A),WARRINGAH MALL,"ALLAMBIE, ALLAMBIE HEIGHTS, BEACON HILL, BROOKVALE, NORTH MANLY, OXFORD FALLS, WARRINGAH MALL",NSW,151.257781,-33.766409,7
2106,2020-03-28,2536.0,Local (Unknown Contact),X830,Southern NSW,12750.0,Eurobodalla (A),WOODLANDS,"BATEHAVEN, BATEMANS BAY, BENANDARAH, BIMBIMBIE, BUCKENBOWRA, CATALINA, CURROWAN, DENHAMS BEACH, DEPOT BEACH, DURRAS NORTH, EAST LYNNE, GUERILLA BAY, JEREMADRA, LILLI PILLI, LONG BEACH, MALONEYS BEACH, MALUA BAY, MERRICUMBENE, MOGO, MURRENGENBURG, NELLIGEN, NORTH BATEMANS BAY, PEBBLY BEACH, ROSEDALE, RUNNYFORD, SOUTH DURRAS, SUNSHINE BAY, SURF BEACH, SURFSIDE, WOODLANDS",NSW,150.125945,-35.671271999999995,6
2068,2020-03-28,2291.0,Overseas,X800,Hunter New England,15900.0,Newcastle (C),THE JUNCTION,"MEREWETHER, MEREWETHER HEIGHTS, THE JUNCTION",NSW,151.742882,-32.951039,2
2414,2020-03-28,2330.0,Local (Known Contact),X800,Hunter New England,17000.0,Singleton (A),WYLIES FLAT,"APPLETREE FLAT, BIG RIDGE, BIG YENGO, BOWMANS CREEK, BRIDGMAN, BROKE, BULGA, CAMBERWELL, CARROWBROOK, CLYDESDALE, COMBO, DARLINGTON, DOYLES CREEK, DUNOLLY, DURAL, DYRRING, FALBROOK, FERN GULLY, FORDWICH, GARLAND VALLEY, GLENDON, GLENDON BROOK, GLENDONBROOK, GLENNIES CREEK, GLENRIDDING, GOORANGOOLA, GOULDSVILLE, GOWRIE, GREENLANDS, HAMBLEDON HILL, HEBDEN, HOWES VALLEY, HOWICK, HUNTERVIEW, JERRYS PLAINS, LEMINGTON, LONG POINT, MAISON DIEU, MCDOUGALLS HILL, MIDDLE FALBROOK, MILBRODALE, MIRANNIE, MITCHELLS FLAT, MOUNT OLIVE, MOUNT ROYAL, MOUNT THORLEY, OBANVALE, PUTTY, RAVENSWORTH, REDBOURNBERRY, REEDY CREEK, RIXS CREEK, ROUGHIT, SCOTTS FLAT, SEDGEFIELD, SINGLETON, SINGLETON DC, SINGLETON HEIGHTS, ST CLAIR, WARKWORTH, WATTLE PONDS, WESTBROOK, WHITTINGHAM, WOLLEMI, WYLIES FLAT",NSW,150.972137,-32.760486,3
1178,2020-03-28,2093.0,Overseas,X760,Northern Sydney,15990.0,Northern Beaches (A),NORTH BALGOWLAH,"BALGOWLAH, BALGOWLAH HEIGHTS, CLONTARF, MANLY VALE, NORTH BALGOWLAH",NSW,151.258069,-33.79315,11
1785,2020-03-28,2162.0,Local (Unknown Contact),X710,South Western Sydney,11570.0,Canterbury-Bankstown (A),SEFTON,"CHESTER HILL, SEFTON",NSW,151.004128,-33.88349,5
2683,2020-03-28,2482.0,Overseas,X810,Northern NSW,11350.0,Byron (A),WILSONS CREEK,"GOONENGERRY, HUONBROOK, KOONYUM RANGE, MAIN ARM, MONTECOLLUM, MULLUMBIMBY, MULLUMBIMBY CREEK, PALMWOODS, UPPER COOPERS CREEK, UPPER MAIN ARM, UPPER WILSONS CREEK, WANGANUI, WILSONS CREEK",NSW,153.432398,-28.547307,1
1225,2020-03-28,2160.0,Overseas,X740,Western Sydney,12380.0,Cumberland (A),MERRYLANDS WEST,"MERRYLANDS, MERRYLANDS WEST",NSW,150.976594,-33.835883,4
2439,2020-03-28,2850.0,Overseas,X850,Western NSW,15270.0,Mid-Western Regional (A),YARRAWONGA,"AARONS PASS, APPLE TREE FLAT, AVISFORD, BARA, BARIGAN, BEN BUCKLEY, BOCOBLE, BOMBIRA, BOTOBOLAR, BUCKAROO, BUDGEE BUDGEE, BURRUNDULLA, CAERLEON, CANADIAN LEAD, CARCALGONG, COLLINGWOOD, COOKS GAP, COOYAL, CROSS ROADS, CUDGEGONG, CULLENBONE, CUMBO, ERUDGERE, EURUNDEREE, FROG ROCK, GALAMBINE, GLEN AYR, GRATTAI, GREEN GULLY, GULGAMREE, HARGRAVES, HAVILAH, HAYES GAP, HILL END, HOME RULE, ILFORD, KAINS FLAT, LINBURN, LONG CREEK, LUE, MAITLAND BAR, MENAH, MEROO, MILLSVILLE, MILROY, MOGO, MONIVAE, MOOLARBEN, MOUNT FROME, MOUNT KNOWLES, MUDGEE, MULLAMUDDY, MUNGHORN, MURRAGAMBA, PIAMBONG, PUTTA BUCCA, PYRAMUL, QUEENS PINCH, RAZORBACK, RIVERLEA, RUNNING STREAM, SALLYS FLAT, SPRING FLAT, ST FILLANS, STONY CREEK, TAMBAROORA, TICHULAR, TOTNES VALLEY, TRIAMBLE, TURILL, TWELVE MILE, ULAN, ULLAMALLA, WILBETREE, WILPINJONG, WINDEYER, WOLLAR, WORLDS END, YARRABIN, YARRAWONGA",NSW,149.602925,-32.685033000000004,4
2682,2020-03-28,2711.0,Overseas,X840,Murrumbidgee,13850.0,Hay (A),YANGA,"BOOLIGAL, CARRATHOOL, CLARE, CORRONG, GUNBAR, HAY, HAY SOUTH, KERI KERI, MAUDE, ONE TREE, OXLEY, WAUGORAH, YANGA",NSW,143.7165416,-34.73951684,1
2126,2020-03-28,2038.0,Overseas,X700,Sydney,14170.0,Inner West (A),ANNANDALE,ANNANDALE,NSW,151.170165,-33.881624,4
2642,2020-03-28,2716.0,Overseas,X840,Murrumbidgee,15560.0,Murrumbidgee (A),MAIRJIMMY,"COREE SOUTH, FOUR CORNERS, GALA VALE, JERILDERIE, MABINS WELL, MAIRJIMMY",NSW,145.7454551,-35.48197899,3
2681,2020-03-28,2198.0,Overseas,X710,South Western Sydney,11570.0,Canterbury-Bankstown (A),GEORGES HALL,GEORGES HALL,NSW,150.986277,-33.908788,2
2087,2020-03-28,2620.0,Overseas,X830,Southern NSW,16490.0,Queanbeyan-Palerang Regional (A),YARROW,"BEARD, BURBONG, BURRA, CARWOOLA, CLEAR RANGE, CRESTWOOD, DODSWORTH, ENVIRONA, GOOGONG, GREENLEIGH, GUNDAROO, HUME, KARABAR, KOWEN FOREST, LETCHWORTH, MICHELAGO, OAKS ESTATE, QUEANBEYAN, QUEANBEYAN DC, QUEANBEYAN EAST, QUEANBEYAN WEST, RIDGEWAY, ROYALLA, SUTTON, THARWA, THE ANGLE, THE RIDGEWAY, TINDERRY, TOP NAAS, TRALEE, URILA, WAMBOIN, WILLIAMSDALE, YARROW",NSW,149.257101,-35.317402,5
2650,2020-03-28,2464.0,Overseas,X810,Northern NSW,11730.0,Clarence Valley (A),YURAYGIR,"ANGOURIE, FREEBURN ISLAND, MICALO ISLAND, WOOLOWEYAH, YAMBA, YURAYGIR",NSW,153.33175490000002,-29.53085664,2
2484,2020-03-28,2446.0,Local (Unknown Contact),X820,Mid North Coast,16380.0,Port Macquarie-Hastings (A),YIPPIN CREEK,"BAGNOO, BAGO, BANDA BANDA, BEECHWOOD, BELLANGRY, BIRDWOOD, BROMBIN, BYABARRA, CAIRNCROSS, CROSSLANDS, DEBENHAM, DOYLES RIVER, ELLENBOROUGH, FORBES RIVER, FRAZERS CREEK, GEARYS FLAT, HARTYS PLAINS, HOLLISDALE, HUNTINGDON, HYNDMANS CREEK, KINDEE, KING CREEK, LAKE INNES, LONG FLAT, LOWER PAPPINBARRA, MARLO MERRICAN, MORTONS CREEK, MOUNT SEAVIEW, PAPPINBARRA, PEMBROOKE, PIPECLAY, RAWDON ISLAND, REDBANK, ROSEWOOD, SANCROX, TOMS CREEK, UPPER PAPPINBARRA, WAUCHOPE, WERRIKIMBE, YARRAS, YIPPIN CREEK",NSW,152.466916,-31.387394,3
2082,2020-03-29,2340.0,Interstate,X800,Hunter New England,17310.0,Tamworth Regional (A),WOOLOMIN,"APPLEBY, BARRY, BECTIVE, BITHRAMERE, BOWLING ALLEY POINT, CALALA, CARROLL, DARUKA, DUNCANS CREEK, DUNGOWAN, EAST TAMWORTH, GAROO, GIDLEY, GOONOO GOONOO, GOWRIE, HALLSVILLE, HANGING ROCK, HILLVUE, KEEPIT, KINGSWOOD, LOOMBERAH, MOORE CREEK, NEMINGHA, NORTH TAMWORTH, NUNDLE, OGUNBIL, OXLEY VALE, PIALLAMORE, SOMERTON, SOUTH TAMWORTH, TAMINDA, TAMWORTH, TAMWORTH SOUTH, TIMBUMBURI, WALLAMORE, WARRAL, WEABONGA, WEST TAMWORTH, WESTDALE, WOOLOMIN",NSW,151.138322,-31.333592,11
1600,2020-03-29,2795.0,Overseas,X850,Western NSW,10470.0,Bathurst Regional (A),YETHOLME,"ABERCROMBIE, ABERCROMBIE RIVER, ARKELL, ARKSTONE, BALD RIDGE, BALLYROE, BATHAMPTON, BATHURST, BATHURST WEST, BILLYWILLINGA, BOX RIDGE, BREWONGLE, BRUINBUN, BURRAGA, CALOOLA, CHARLES STURT UNIVERSITY, CHARLTON, CLEAR CREEK, COLO, COPPERHANNIA, COW FLAT, CRUDINE, CURRAGH, DARK CORNER, DOG ROCKS, DUNKELD, DURAMANA, EGLINTON, ESSINGTON, EVANS PLAINS, FITZGERALDS VALLEY, FOREST GROVE, FOSTERS VALLEY, FREEMANTLE, GARTHOWEN, GEMALLA, GEORGES PLAINS, GILMANDYKE, GLANMIRE, GORMANS HILL, GOWAN, HOBBYS YARDS, ISABELLA, JEREMY, JUDDS CREEK, KELSO, KILLONGBUTTA, KIRKCONNELL, LAFFING WATERS, LIMEKILNS, LLANARTH, LOCKSLEY, MEADOW FLAT, MILKERS FLAT, MILLAH MURRAH, MITCHELL, MOORILDA, MOUNT DAVID, MOUNT PANORAMA, MOUNT RANKIN, NAPOLEON REEF, NEWBRIDGE, OCONNELL, O'CONNELL, ORTON PARK, PALING YARDS, PALMERS OAKY, PEEL, PERTHVILLE, RAGLAN, ROBIN HILL, ROCK FOREST, ROCKLEY, ROCKLEY MOUNT, SOFALA, SOUTH BATHURST, STEWARTS MOUNT, SUNNY CORNER, TAMBAROORA, TANNAS MOUNT, THE LAGOON, THE ROCKS, TRIANGLE FLAT, TRUNKEY, TRUNKEY CREEK, TURONDALE, TWENTY FORESTS, UPPER TURON, WALANG, WAMBOOL, WATTLE FLAT, WATTON, WEST BATHURST, WHITE ROCK, WIAGDON, WIMBLEDON, WINBURNDALE, WINDRADYNE, WISEMANS CREEK, YARRAS, YETHOLME",NSW,149.474401,-33.820797,9
2608,2020-03-29,2582.0,Overseas,X830,Southern NSW,18710.0,Yass Valley (A),YASS RIVER,"BANGO, BERREMANGRA, BOAMBOLO, BOOKHAM, BOWNING, BURRINJUCK, CAVAN, DOG TRAP CROSSING, GOOD HOPE, GOONDAH, JEIR, JERRAWA, KANGIARA, LAVERSTOCK, MANTON, MARCHMONT, MULLION, MURRUMBATEMAN, NANANGROE, NANIMA, NARRANGULLEN, TANGMANGAROO, WEE JASPER, WOOLGARLO, YASS, YASS RIVER",NSW,149.125192,-34.92659793,6
2686,2020-03-29,2578.0,Overseas,X710,South Western Sydney,18350.0,Wingecarribee (A),BUNDANOON,BUNDANOON,NSW,150.293226,-34.715579,1
1485,2020-03-29,2535.0,Overseas,X730,Illawarra Shoalhaven,16950.0,Shoalhaven (C),WOODHILL,"BACK FOREST, BELLAWONGARAH, BERRY, BERRY MOUNTAIN, BROGERS CREEK, BROUGHTON, BROUGHTON VALE, BUDDEROO, BUNDEWALLAH, COOLANGATTA, FAR MEADOW, JASPERS BRUSH, SHOALHAVEN HEADS, WATTAMOLLA, WOODHILL",NSW,150.678303,-34.762116,7
2618,2020-03-29,2445.0,Overseas,X820,Mid North Coast,16380.0,Port Macquarie-Hastings (A),LAKE CATHIE,"BONNY HILLS, GRANTS BEACH, JOLLY NOSE, LAKE CATHIE",NSW,152.820899,-31.583037,3
2684,2020-03-29,2063.0,Overseas,X760,Northern Sydney,18250.0,Willoughby (C),NORTHBRIDGE,NORTHBRIDGE,NSW,151.214797,-33.812636,1
252,2020-03-29,2042.0,Local (Known Contact),X700,Sydney,17200.0,Sydney (C),NEWTOWN,"ENMORE, NEWTOWN",NSW,151.175354,-33.900649,8
2598,2020-03-29,2138.0,Local (Unknown Contact),X700,Sydney,11520.0,Canada Bay (A),RHODES,"CONCORD WEST, CONCORD WEST DC, LIBERTY GROVE, RHODES",NSW,151.086036,-33.846098,3
1812,2020-03-29,2194.0,Overseas,X700,Sydney,11570.0,Canterbury-Bankstown (A),CAMPSIE,CAMPSIE,NSW,151.101777,-33.917601,4
2259,2020-03-29,2094.0,Overseas,X760,Northern Sydney,15990.0,Northern Beaches (A),FAIRLIGHT,FAIRLIGHT,NSW,151.27324199999998,-33.795227000000004,5
2694,2020-03-29,2319.0,Overseas,X800,Hunter New England,16400.0,Port Stephens (A),TILLIGERRY CREEK,"LEMON TREE PASSAGE, MALLABULA, TANILBA BAY, TILLIGERRY CREEK",NSW,151.990451,-32.75944213,1
2685,2020-03-29,2642.0,Overseas,X840,Murrumbidgee,13340.0,Greater Hume Shire (A),YERONG CREEK,"BIDGEEMIA, BROCKLESBY, BURRUMBUTTOCK, GEEHI, GEROGERY, GLENELLEN, GREG GREG, INDI, JAGUMBA, JAGUNGAL WILDERNESS, JINDERA, JINGELLIC, KHANCOBAN, MURRAY GORGE, RAND, TOOMA, WALBUNDRIE, WELAREGANG, WRATHALL, YERONG CREEK",NSW,148.094043,-36.044097,1
1808,2020-03-29,2305.0,Overseas,X800,Hunter New England,15900.0,Newcastle (C),NEW LAMBTON HEIGHTS,"KOTARA EAST, NEW LAMBTON, NEW LAMBTON HEIGHTS",NSW,151.706545,-32.930221,6
2464,2020-03-30,2650.0,Overseas,X840,Murrumbidgee,17750.0,Wagga Wagga (C),YATHELLA,"ALFREDTOWN, ASHMONT, BELFRAYDEN, BERRY JERRY, BIG SPRINGS, BOMEN, BOOK BOOK, BOOROOMA, BORAMBOLA, BOURKELANDS, BRUCEDALE, BULGARY, BURRANDANA, CARABOST, CARTWRIGHTS HILL, COLLINGULLIE, COOKARDINIA, COURSING PARK, CURRAWANANNA, CURRAWARNA, DHULURA, DOWNSIDE, EAST WAGGA WAGGA, ESTELLA, EUBERTA, EUNANOREENYA, EUNONOREENYA, GALORE, GELSTON PARK, GLENFIELD PARK, GOBBAGOMBALIN, GREGADOO, HAREFIELD, HILLGROVE, KOORINGAL, KYEAMBA, LAKE ALBERT, LLOYD, MAXWELL, MOORONG, MOUNT AUSTIN, NORTH WAGGA WAGGA, OBERNE CREEK, OURA, PULLETOP, ROWAN, SAN ISIDORE, SPRINGVALE, TATTON, THE GAP, TOLLAND, TURVEY PARK, WAGGA WAGGA, WAGGA WAGGA BC, WAGGA WAGGA NORTH, WAGGA WAGGA SOUTH, WALLACETOWN, WANTABADGERY, WESTBY, WESTDALE, YARRAGUNDRY, YATHELLA",NSW,147.376202,-35.07459,10
2669,2020-03-30,2081.0,Overseas,X760,Northern Sydney,14000.0,Hornsby (A),COWAN,"BEROWRA, COWAN",NSW,151.150498,-33.619756,2
2372,2020-03-30,2050.0,Overseas,X700,Sydney,17200.0,Sydney (C),MISSENDEN ROAD,"CAMPERDOWN, MISSENDEN ROAD",NSW,151.17598,-33.890370000000004,5
276,2020-03-30,2580.0,Overseas,X830,Southern NSW,13310.0,Goulburn Mulwaree (A),YARRA,"BANNABY, BANNISTER, BAW BAW, BOXERS CREEK, BRISBANE GROVE, BUNGONIA, CARRICK, CHATSBURY, CURRAWANG, CURRAWEELA, GOLSPIE, GOULBURN, GOULBURN DC, GOULBURN NORTH, GREENWICH PARK, GUNDARY, JERRONG, KINGSDALE, KOMUNGLA, LAKE BATHURST, LEIGHWOOD, LOWER BORO, MAYFIELD, MCALISTER, MIDDLE ARM, MOUNT FAIRY, MOUNT RAE, MUMMEL, MYRTLEVILLE, PALING YARDS, PARKESBOURNE, POMEROY, QUIALIGO, RICHLANDS, ROSLYN, RUN-O-WATERS, SIX MILE FLAT, SPRING VALLEY, STONEQUARRY, TARAGO, TARALGA, TARLO, TIRRANNAVILLE, TOWRANG, WAYO, WIABOROUGH, WIARBOROUGH, WINDELLAMA, WOMBEYAN CAVES, WOODHOUSELEE, WOWAGIN, YALBRAITH, YARRA",NSW,149.72921499999998,-34.726283,8
2699,2020-03-30,2628.0,Overseas,X830,Southern NSW,17040.0,Snowy Monaro Regional (A),SNOWY PLAIN,"AVONSIDE, BELOKA, BERRIDALE, BRAEMAR BAY, BYADBO WILDERNESS, COOTRALANTRA, DALGETY, EUCUMBENE, LOWER EUCEMBENE, NUMBLA VALE, PAUPONG, ROCKY PLAIN, SNOWY PLAIN",NSW,148.83351100000002,-36.404324,1
2700,2020-03-30,2470.0,Overseas,X810,Northern NSW,16610.0,Richmond Valley (A),YORKLEA,"ALICE, BABYL CREEK, BACKMEDE, BARAIMAL, CASINO, COOLANESS, COOMBELL, DOBIES BIGHT, DOUBTFUL CREEK, DYRAABA, DYRAABA CENTRAL, DYRAABA CREEK, ELLANGOWAN, FAIRY HILL, IRVINGTON, LEEVILLE, LOWER DYRAABA, MONGOGARIE, NAUGHTONS GAP, NORTH CASINO, PIORA, SEXTONVILLE, SHANNON BROOK, SPRING GROVE, STRATHEDEN, TOMKI, UPPER MONGOGARIE, WOODVIEW, WOOLNERS ARM, WOOROOWOOLGAN, YORKLEA",NSW,152.749759,-28.92786,1
2701,2020-03-30,2700.0,Overseas,X840,Murrumbidgee,15800.0,Narrandera (A),WIDGIEWA,"BIRREGO, BUNDURE, COLINROOBIE, COROBIMILLA, CUDGEL, EUROLEY, FAITHFULL, GILLENBAH, KYWONG, MORUNDAH, NARRANDERA, PAYNTERS SIDING, SANDIGO, UROLY, WIDGIEWA",NSW,146.303599,-34.902108,1
1647,2020-03-30,2199.0,Local (Unknown Contact),X710,South Western Sydney,11570.0,Canterbury-Bankstown (A),YAGOONA WEST,"YAGOONA, YAGOONA WEST",NSW,151.023171,-33.905586,11
1791,2020-03-30,2203.0,Overseas,X700,Sydney,14170.0,Inner West (A),DULWICH HILL,DULWICH HILL,NSW,151.138999,-33.90441,3
1889,2020-03-30,2197.0,Overseas,X710,South Western Sydney,11570.0,Canterbury-Bankstown (A),BASS HILL,BASS HILL,NSW,150.998155,-33.901198,4
699,2020-03-30,2021.0,Local (Known Contact),X720,South Eastern Sydney,18500.0,Woollahra (A),PADDINGTON,"CENTENNIAL PARK, MOORE PARK, PADDINGTON",NSW,151.227236,-33.895705,23
421,2020-03-30,2777.0,Overseas,X750,Nepean Blue Mountains,10900.0,Blue Mountains (C),YELLOW ROCK,"HAWKESBURY HEIGHTS, SPRINGWOOD, SUN VALLEY, VALLEY HEIGHTS, WINMALEE, YELLOW ROCK",NSW,150.587962,-33.692534,5
2696,2020-03-30,2537.0,Local (Known Contact),X830,Southern NSW,12750.0,Eurobodalla (A),WAMBAN,"BERGALIA, BINGIE, BROULEE, COILA, CONGO, DEUA, DEUA RIVER VALLEY, KIORA, MERINGO, MOGENDOURA, MORUYA, MORUYA HEADS, MOSSY POINT, TOMAKIN, TURLINJAH, TUROSS HEAD, WAMBAN",NSW,149.912199,-35.939648999999996,2
1377,2020-03-30,2577.0,Overseas,X710,South Western Sydney,18350.0,Wingecarribee (A),YARRUNGA,"AVOCA, BARREN GROUNDS, BARRENGARRY, BEAUMONT, BELANGLO, BENDEELA, BERRIMA, BUDGONG, BURRAWANG, CALWALLA, CANYONLEIGH, CARRINGTON FALLS, FITZROY FALLS, KANGAROO VALLEY, KNIGHTS HILL, MACQUARIE PASS, MANCHESTER SQUARE, MEDWAY, MERYLA, MOSS VALE, MOUNT MURRAY, MYRA VALE, NEW BERRIMA, PADDYS RIVER, PHEASANT GROUND, RED ROCKS, ROBERTSON, SUTTON FOREST, UPPER KANGAROO RIVER, UPPER KANGAROO VALLEY, WERAI, WILDES MEADOW, YARRUNGA",NSW,150.410978,-34.595027,5
2374,2020-03-31,2154.0,Overseas,X740,Western Sydney,17420.0,The Hills Shire (A),CASTLE HILL,CASTLE HILL,NSW,151.000948,-33.73238,2
2530,2020-03-31,2646.0,Overseas,X840,Murrumbidgee,12870.0,Federation (A),SAVERNAKE,"BALLDALE, BULL PLAIN, BURAJA, COADS TANK, COLLENDINA, COREEN, COROWA, DAYSDALE, GOOMBARGANA, HOPEFIELD, LOWESDALE, MERTON VALE, NYORA, OAKLANDS, REDLANDS, RENNIE, RINGWOOD, SANGER, SAVERNAKE",NSW,146.324523,-35.757569000000004,5
2115,2020-03-31,2147.0,Local (Unknown Contact),X740,Western Sydney,10750.0,Blacktown (C),SEVEN HILLS WEST,"KINGS LANGLEY, LALOR PARK, SEVEN HILLS, SEVEN HILLS WEST",NSW,150.93583600000002,-33.766075,8
259,2020-03-31,2087.0,Local (Known Contact),X760,Northern Sydney,15990.0,Northern Beaches (A),KILLARNEY HEIGHTS,"FORESTVILLE, KILLARNEY HEIGHTS",NSW,151.210531,-33.766093,6
2435,2020-03-31,2774.0,Local (Known Contact),X750,Nepean Blue Mountains,10900.0,Blue Mountains (C),WARRIMOO,"BLAXLAND, BLAXLAND EAST, MOUNT RIVERVIEW, WARRIMOO",NSW,150.62902,-33.732671,3
2326,2020-03-31,2515.0,Overseas,X730,Illawarra Shoalhaven,18450.0,Wollongong (C),WOMBARRA,"AUSTINMER, CLIFTON, COLEDALE, SCARBOROUGH, THIRROUL, WOMBARRA",NSW,150.9299,-34.300292999999996,6
2424,2020-03-31,2300.0,Overseas,X800,Hunter New England,15900.0,Newcastle (C),THE HILL,"BAR BEACH, COOKS HILL, NEWCASTLE, NEWCASTLE EAST, THE HILL",NSW,151.778021,-32.931635,4
2707,2020-03-31,2583.0,Overseas,X830,Southern NSW,17640.0,Upper Lachlan Shire (A),WHEEO,"BIGGA, BINDA, BLANKET FLAT, BROOKLANDS, COTTAWALLA, CROOKED CORNER, CROOKWELL, FULLERTON, GLENERIN, GRABBEN GULLEN, GREENMANTLE, HADLEY, JUNCTION POINT, KEMPTON, KIALLA, LAGGAN, LIMERICK, LOST RIVER, MULGOWRIE, NARRAWA, PEELWOOD, PEJAR, RUGBY, THALABA, THIRD CREEK, TUENA, WHEEO",NSW,149.25416299999998,-34.196526,2
2706,2020-03-31,2358.0,Overseas,X800,Hunter New England,17650.0,Uralla (A),YARROWYCK,"ARDING, BAKERS CREEK, BALALA, GOSTWYCK, KINGSTOWN, MIHI, ROCKY RIVER, SALISBURY PLAINS, TORRYBURN, URALLA, YARROWYCK",NSW,151.297519,-30.540297,1
2602,2020-03-31,2420.0,Overseas,X800,Hunter New England,12700.0,Dungog (A),WIRRAGULLA,"ALISON, BANDON GROVE, BENDOLBA, BROOKFIELD, BROWNMORE, CAMBRA, CHICHESTER, DINGADEE, DUNGOG, DUSODIE, FLAT TOPS, FOSTERTON, HANLEYS CREEK, HILLDALE, MAIN CREEK, MARSHDALE, MARTINS CREEK, MUNNI, SALISBURY, STROUD HILL, SUGARLOAF, TABBIL CREEK, TILLEGRA, UNDERBANK, UPPER CHICHESTER, WALLARINGA, WALLAROBBA, WIRRAGULLA",NSW,151.7352991,-32.45415227,2
152,2020-03-31,2158.0,Overseas,X760,Northern Sydney,17420.0,The Hills Shire (A),ROUND CORNER,"DURAL, DURAL DC, MIDDLE DURAL, ROUND CORNER",NSW,151.040358,-33.690331,3
